OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0002156,2015-07-30,174,Wholesale,USD,AXW291,184,15,7,268.0,1876.0,222.44
SO - 0004509,2015-07-30,90,Wholesale,USD,NXH382,421,6,6,3510.8,21064.800000000003,1790.508
SO - 0005148,2015-07-30,47,Export,USD,GUT930,925,26,6,6130.5,36783.0,3310.4700000000003
SO - 0005592,2015-07-30,105,Wholesale,USD,AXW291,185,4,9,1098.8,9889.199999999999,922.992
SO - 0006724,2015-07-30,163,Export,USD,AXW291,778,4,8,1132.3,9058.4,917.163
SO - 0008082,2015-07-30,31,Distributor,USD,NXH382,831,25,11,1835.8,20193.8,1303.418
SO - 0001071,2015-07-30,160,Export,USD,NXH382,335,13,10,1112.2,11122.0,500.49
SO - 0002275,2015-07-30,70,Distributor,USD,GUT930,285,14,12,3926.2000000000003,47114.4,1806.0520000000001
SO - 0005335,2015-07-30,43,Export,USD,AXW291,762,24,9,1065.3,9587.699999999999,692.445
SO - 0005692,2015-07-30,106,Wholesale,USD,GUT930,278,2,5,3504.1,17520.5,2417.8289999999997
SO - 0006492,2015-07-30,116,Distributor,USD,NXH382,74,13,11,201.0,2211.0,150.75
SO - 0006742,2015-07-30,71,Distributor,USD,FLR025,116,5,12,2231.1,26773.199999999997,1762.569
SO - 0007443,2015-07-30,156,Wholesale,USD,AXW291,390,8,5,2800.6,14003.0,2380.5099999999998
SO - 0007955,2015-07-30,41,Wholesale,USD,AXW291,297,27,10,174.20000000000002,1742.0000000000002,85.358
SO - 0009563,2015-07-30,166,Wholesale,USD,AXW291,571,25,7,1159.1000000000001,8113.700000000001,672.278
SO - 0009471,2015-07-30,42,Wholesale,USD,GUT930,197,15,5,268.0,1340.0,160.79999999999998
SO - 0002131,2015-07-30,134,Distributor,USD,AXW291,657,3,11,1025.1000000000001,11276.100000000002,768.825
SO - 0004193,2015-07-30,14,Export,USD,GUT930,207,1,6,2941.3,17647.800000000003,1676.541
SO - 0004582,2015-07-30,41,Distributor,USD,AXW291,949,26,9,2485.7000000000003,22371.300000000003,1093.708
SO - 0005039,2015-07-30,50,Wholesale,USD,AXW291,981,28,12,3879.3,46551.600000000006,1551.7200000000003
SO - 0006039,2015-07-30,68,Wholesale,USD,GUT930,762,5,7,3343.3,23403.100000000002,2407.176
SO - 0008605,2015-07-30,53,Export,USD,GUT930,729,23,9,6438.7,57948.299999999996,4185.155
SO - 0010422,2015-07-30,41,Wholesale,USD,AXW291,99,6,6,1943.0,11658.0,893.7800000000001
SO - 0009703,2015-07-30,103,Export,USD,NXH382,633,5,9,884.4,7959.599999999999,353.76
SO - 0001266,2015-07-30,51,Distributor,USD,AXW291,801,3,10,241.20000000000002,2412.0,156.78000000000003
SO - 0002452,2015-07-30,98,Wholesale,USD,AXW291,896,13,5,1132.3,5661.5,871.871
SO - 0003065,2015-07-30,172,Wholesale,USD,FLR025,986,15,5,3658.2000000000003,18291.0,2780.2320000000004
SO - 0006222,2015-07-30,90,Export,USD,AXW291,20,29,12,3912.8,46953.600000000006,1995.528
SO - 0006417,2015-07-30,48,Wholesale,USD,AXW291,720,26,6,2371.8,14230.800000000001,1778.8500000000001
SO - 0007280,2015-07-30,100,Distributor,USD,FLR025,181,19,9,2505.8,22552.2,1779.118
SO - 0008616,2015-07-30,41,Wholesale,USD,GUT930,281,26,10,6023.3,60233.0,4517.475
SO - 0010232,2015-07-30,36,Wholesale,USD,AXW291,986,6,6,1139.0,6834.0,865.64
SO - 000338,2015-07-31,27,Wholesale,USD,AXW291,524,26,8,1755.4,14043.2,930.3620000000001
SO - 000382,2015-07-31,133,Distributor,USD,AXW291,875,15,6,3959.7000000000003,23758.2,2573.8050000000003
SO - 0003110,2015-07-31,127,Wholesale,USD,AXW291,127,26,7,964.8000000000001,6753.6,569.232
SO - 0005557,2015-07-31,161,Wholesale,USD,AXW291,894,25,11,683.4,7517.4,314.364
SO - 0007065,2015-07-31,79,Wholesale,USD,AXW291,721,16,11,247.9,2726.9,195.841
SO - 0007984,2015-07-31,89,Wholesale,USD,AXW291,764,3,12,3899.4,46792.8,1949.7
SO - 0008777,2015-07-31,39,Distributor,USD,GUT930,258,20,6,167.5,1005.0,87.10000000000001
SO - 0009638,2015-07-31,76,Wholesale,USD,AXW291,355,12,9,2807.3,25265.7,2049.329
SO - 000763,2015-07-31,53,Wholesale,USD,GUT930,42,25,5,857.6,4288.0,591.7439999999999
SO - 0001711,2015-07-31,35,Export,USD,NXH382,985,25,7,1038.5,7269.5,768.49
SO - 0002605,2015-07-31,115,Distributor,USD,GUT930,316,15,9,247.9,2231.1,153.698
SO - 0003192,2015-07-31,157,Distributor,USD,NXH382,254,5,8,214.4,1715.2,150.07999999999998
SO - 0006513,2015-07-31,63,Distributor,USD,GUT930,366,14,10,1072.0,10720.0,718.24
SO - 0008850,2015-07-31,7,Wholesale,USD,AXW291,190,20,12,234.5,2814.0,189.94500000000002
SO - 0008245,2015-07-31,94,Export,USD,AXW291,427,17,6,5862.5,35175.0,2872.625
SO - 0001111,2015-07-31,109,Wholesale,USD,NXH382,31,1,5,5252.8,26264.0,2836.512
SO - 0001529,2015-07-31,159,Distributor,USD,GUT930,955,2,5,1313.2,6566.0,906.108
SO - 0002837,2015-07-31,130,Wholesale,USD,AXW291,906,25,5,1038.5,5192.5,747.72
SO - 0004697,2015-07-31,168,Wholesale,USD,AXW291,33,26,7,958.1,6706.7,594.022
SO - 0006348,2015-07-31,40,Wholesale,USD,GUT930,177,26,11,3979.8,43777.8,2427.678
SO - 0008654,2015-07-31,22,Distributor,USD,AXW291,891,15,8,998.3000000000001,7986.400000000001,848.5550000000001
SO - 0008869,2015-07-31,98,Export,USD,FLR025,226,26,10,1085.4,10854.0,803.196
SO - 000777,2015-07-31,30,Wholesale,USD,AXW291,956,26,10,984.9,9849.0,689.43
SO - 0001832,2015-07-31,146,Export,USD,NXH382,15,8,11,1058.6000000000001,11644.600000000002,455.19800000000004
SO - 0002801,2015-07-31,9,Distributor,USD,AXW291,775,29,6,1031.8,6190.799999999999,412.72
SO - 0003714,2015-07-31,156,Distributor,USD,AXW291,642,13,11,1192.6000000000001,13118.600000000002,536.6700000000001
SO - 0004081,2015-07-31,161,Export,USD,AXW291,757,25,9,3624.7000000000003,32622.300000000003,3080.9950000000003
SO - 0006117,2015-07-31,95,Wholesale,USD,AXW291,700,13,8,2546.0,20368.0,2062.26
SO - 0006187,2015-07-31,4,Wholesale,USD,GUT930,685,25,11,3939.6,43335.6,2206.1760000000004
SO - 0006896,2015-07-31,35,Distributor,USD,AXW291,233,26,5,998.3000000000001,4991.5,778.6740000000001
SO - 0007866,2015-07-31,4,Wholesale,USD,AXW291,283,2,7,3993.2000000000003,27952.4,3114.6960000000004
SO - 0001551,2015-07-31,142,Wholesale,USD,AXW291,509,3,10,1708.5,17085.0,1452.225
SO - 0002019,2015-07-31,61,Distributor,USD,NXH382,385,15,12,234.5,2814.0,105.525
SO - 0004258,2015-07-31,26,Wholesale,USD,AXW291,25,19,9,1976.5,17788.5,1067.3100000000002
SO - 0005005,2015-07-31,146,Wholesale,USD,AXW291,501,25,8,1916.2,15329.6,1341.34
SO - 0006973,2015-07-31,144,Wholesale,USD,AXW291,325,2,12,1132.3,13587.599999999999,849.2249999999999
SO - 0007252,2015-07-31,71,Export,USD,AXW291,765,9,12,5386.8,64641.600000000006,4417.1759999999995
SO - 0009923,2015-07-31,160,Distributor,USD,AXW291,642,4,6,5775.400000000001,34652.4,4678.0740000000005
SO - 0009540,2015-07-31,13,Wholesale,USD,FLR025,595,19,7,3973.1,27811.7,2622.246
SO - 000269,2015-07-31,47,Wholesale,USD,AXW291,425,25,5,844.2,4221.0,540.288
SO - 0005028,2015-07-31,41,Distributor,USD,AXW291,562,8,5,5132.2,25661.0,3027.9979999999996
SO - 0005642,2015-07-31,72,Wholesale,USD,GUT930,211,20,7,1085.4,7597.800000000001,651.24
SO - 0010518,2015-07-31,51,Wholesale,USD,AXW291,277,21,6,837.5,5025.0,619.75
SO - 0008581,2015-07-31,131,Distributor,USD,GUT930,491,23,12,1969.8,23637.6,1615.2359999999999
SO - 0001454,2015-08-01,67,Export,USD,AXW291,297,14,7,777.2,5440.400000000001,411.91600000000005
SO - 0003481,2015-08-01,171,Distributor,USD,AXW291,471,6,9,1708.5,15376.5,1435.1399999999999
SO - 0005136,2015-08-01,156,Wholesale,USD,AXW291,364,18,11,1058.6000000000001,11644.600000000002,804.5360000000001
SO - 0005205,2015-08-01,65,Wholesale,USD,AXW291,869,8,11,2378.5,26163.5,1403.3149999999998
SO - 0005213,2015-08-01,44,Wholesale,USD,AXW291,481,13,8,214.4,1715.2,107.2
SO - 0008221,2015-08-01,142,Wholesale,USD,GUT930,194,4,7,1159.1000000000001,8113.700000000001,718.642
SO - 0009861,2015-08-01,23,Distributor,USD,AXW291,617,2,5,3825.7000000000003,19128.5,2486.7050000000004
SO - 0009867,2015-08-01,139,Distributor,USD,GUT930,100,2,11,3075.3,33828.3,1599.1560000000002
SO - 0001561,2015-08-01,97,Export,USD,AXW291,80,26,11,5038.400000000001,55422.40000000001,3023.0400000000004
SO - 0003884,2015-08-01,89,Distributor,USD,FLR025,803,10,12,3953.0,47436.0,2569.4500000000003
SO - 0005064,2015-08-01,167,Distributor,USD,AXW291,812,28,8,2626.4,21011.2,1365.728
SO - 0007103,2015-08-01,118,Wholesale,USD,AXW291,658,26,12,3825.7000000000003,45908.4,2869.275
SO - 0010773,2015-08-01,118,Distributor,USD,AXW291,201,6,5,2525.9,12629.5,1288.209
SO - 0010260,2015-08-01,43,Distributor,USD,FLR025,289,13,10,1855.9,18559.0,1113.54
SO - 0010730,2015-08-01,10,Wholesale,USD,NXH382,76,25,10,2217.7000000000003,22177.000000000004,1153.2040000000002
SO - 0001043,2015-08-01,25,Wholesale,USD,AXW291,2,23,6,5681.6,34089.600000000006,2613.536
SO - 0002535,2015-08-01,118,Wholesale,USD,AXW291,60,26,7,5360.0,37520.0,2840.8
SO - 0003938,2015-08-01,120,Wholesale,USD,AXW291,316,20,8,2525.9,20207.2,1793.389
SO - 0004054,2015-08-01,1,Export,USD,AXW291,442,15,5,1085.4,5427.0,738.0720000000001
SO - 0010453,2015-08-01,105,Distributor,USD,FLR025,803,3,11,6070.2,66772.2,3702.8219999999997
SO - 000163,2015-08-01,63,Wholesale,USD,NXH382,173,25,8,1072.0,8576.0,589.6
SO - 000290,2015-08-01,113,Distributor,USD,AXW291,640,25,6,710.2,4261.200000000001,390.61000000000007
SO - 000441,2015-08-01,28,Distributor,USD,GUT930,710,11,10,964.8000000000001,9648.0,492.04800000000006
SO - 0001537,2015-08-01,104,Export,USD,AXW291,501,1,9,3986.5,35878.5,1993.25
SO - 0002074,2015-08-01,85,Wholesale,USD,AXW291,817,25,10,5594.5,55945.0,2517.525
SO - 0003705,2015-08-01,89,Wholesale,USD,GUT930,745,26,12,1989.9,23878.800000000003,1591.92
SO - 0003874,2015-08-01,4,Wholesale,USD,AXW291,507,28,11,5494.0,60434.0,3626.04
SO - 0004215,2015-08-01,94,Distributor,USD,NXH382,31,19,11,1809.0,19899.0,1537.6499999999999
SO - 0010588,2015-08-01,97,Wholesale,USD,AXW291,737,6,12,3852.5,46230.0,3082.0
SO - 0002663,2015-08-01,96,Wholesale,USD,AXW291,723,25,5,1031.8,5159.0,701.624
SO - 0002711,2015-08-01,113,Export,USD,GUT930,609,1,9,268.0,2412.0,219.76
SO - 0003299,2015-08-01,109,Wholesale,USD,NXH382,857,7,6,241.20000000000002,1447.2,151.95600000000002
SO - 0003334,2015-08-01,150,Wholesale,USD,FLR025,87,25,11,1969.8,21667.8,1575.8400000000001
SO - 0003779,2015-08-01,54,Wholesale,USD,GUT930,424,23,8,1715.2,13721.6,1011.968
SO - 0004211,2015-08-01,146,Export,USD,GUT930,536,1,11,978.2,10760.2,391.28000000000003
SO - 0005852,2015-08-01,127,Wholesale,USD,AXW291,254,13,9,938.0,8442.0,750.4000000000001
SO - 0006608,2015-08-01,110,Distributor,USD,GUT930,632,12,7,1286.4,9004.800000000001,1003.392
SO - 0006683,2015-08-01,114,Wholesale,USD,FLR025,838,8,9,3879.3,34913.700000000004,3219.819
SO - 0006724,2015-08-01,163,Export,USD,AXW291,366,4,8,1132.3,9058.4,917.163
SO - 0009181,2015-08-01,11,Wholesale,USD,AXW291,783,5,11,1098.8,12086.8,922.992
SO - 0009414,2015-08-01,116,Distributor,USD,FLR025,226,26,5,1755.4,8777.0,754.822
SO - 0008860,2015-08-01,171,Distributor,USD,AXW291,750,4,10,5768.7,57687.0,4268.838
SO - 000607,2015-08-01,38,Wholesale,USD,AXW291,818,2,8,3705.1,29640.8,2111.9069999999997
SO - 000910,2015-08-01,90,Export,USD,GUT930,104,26,9,1822.4,16401.600000000002,1202.784
SO - 0001641,2015-08-01,39,Export,USD,AXW291,479,20,6,1038.5,6231.0,685.4100000000001
SO - 0003395,2015-08-01,113,Distributor,USD,AXW291,616,14,5,1748.7,8743.5,1294.038
SO - 0004673,2015-08-01,154,Wholesale,USD,NXH382,590,3,7,5232.7,36628.9,3924.5249999999996
SO - 0006154,2015-08-01,16,Wholesale,USD,GUT930,942,15,9,951.4,8562.6,428.13
SO - 0010593,2015-08-01,150,Wholesale,USD,AXW291,741,1,5,1025.1000000000001,5125.500000000001,717.57
SO - 0010745,2015-08-01,10,Wholesale,USD,AXW291,708,14,5,2566.1,12830.5,1026.44
SO - 0009045,2015-08-01,138,Wholesale,USD,AXW291,914,14,9,1855.9,16703.100000000002,965.0680000000001
SO - 000721,2015-08-02,80,Distributor,USD,AXW291,407,29,9,5447.1,49023.9,4248.738
SO - 000961,2015-08-02,36,Wholesale,USD,AXW291,291,26,12,1045.2,12542.400000000001,418.08000000000004
SO - 0004322,2015-08-02,73,Wholesale,USD,AXW291,512,14,7,3041.8,21292.600000000002,1216.72
SO - 0006098,2015-08-02,172,Wholesale,USD,AXW291,412,3,6,3973.1,23838.6,3377.1349999999998
SO - 0008211,2015-08-02,6,Wholesale,USD,AXW291,455,25,12,1112.2,13346.400000000001,645.076
SO - 0008297,2015-08-02,40,Wholesale,USD,AXW291,783,26,9,931.3000000000001,8381.7,605.345
SO - 0001215,2015-08-02,4,Wholesale,USD,NXH382,357,8,6,180.9,1085.4,94.06800000000001
SO - 0001702,2015-08-02,38,Export,USD,AXW291,149,13,10,3390.2000000000003,33902.0,2746.0620000000004
SO - 0002132,2015-08-02,38,Wholesale,USD,NXH382,695,6,7,1775.5,12428.5,727.9549999999999
SO - 0003425,2015-08-02,2,Distributor,USD,NXH382,970,19,12,737.0,8844.0,449.57
SO - 0004624,2015-08-02,13,Wholesale,USD,FLR025,313,17,8,1721.9,13775.2,688.7600000000001
SO - 0005256,2015-08-02,161,Wholesale,USD,NXH382,971,6,9,207.70000000000002,1869.3000000000002,95.54200000000002
SO - 0007171,2015-08-02,114,Wholesale,USD,AXW291,388,1,5,5621.3,28106.5,3260.354
SO - 0008334,2015-08-02,137,Distributor,USD,FLR025,640,26,9,1969.8,17728.2,886.41
SO - 0009784,2015-08-02,150,Distributor,USD,AXW291,331,28,9,5306.400000000001,47757.600000000006,3130.7760000000003
SO - 000836,2015-08-02,42,Distributor,USD,GUT930,104,5,5,944.7,4723.5,736.8660000000001
SO - 0002939,2015-08-02,68,Export,USD,AXW291,705,4,5,1045.2,5226.0,606.216
SO - 0005341,2015-08-02,69,Wholesale,USD,AXW291,819,26,9,3879.3,34913.700000000004,3142.233
SO - 0006582,2015-08-02,57,Export,USD,GUT930,630,26,12,1822.4,21868.800000000003,1093.44
SO - 0008001,2015-08-02,92,Wholesale,USD,AXW291,930,26,11,167.5,1842.5,72.025
SO - 0009763,2015-08-02,96,Distributor,USD,GUT930,266,18,5,3953.0,19765.0,1581.2
SO - 0010048,2015-08-02,146,Distributor,USD,GUT930,239,25,5,5540.900000000001,27704.500000000004,2437.996
SO - 0009734,2015-08-02,93,Wholesale,USD,AXW291,346,26,10,3926.2000000000003,39262.0,2591.2920000000004
SO - 0010138,2015-08-02,92,Wholesale,USD,NXH382,135,2,10,1835.8,18358.0,1321.7759999999998
SO - 0002234,2015-08-02,122,Distributor,USD,AXW291,874,17,6,1118.9,6713.400000000001,827.9860000000001
SO - 0001829,2015-08-02,81,Export,USD,GUT930,22,3,6,3912.8,23476.800000000003,2347.68
SO - 0004440,2015-08-02,21,Distributor,USD,NXH382,409,24,12,1708.5,20502.0,1161.78
SO - 0005519,2015-08-02,24,Export,USD,AXW291,962,13,5,1078.7,5393.5,841.3860000000001
SO - 0006057,2015-08-02,169,Distributor,USD,GUT930,566,29,9,194.3,1748.7,89.37800000000001
SO - 0006524,2015-08-02,84,Wholesale,USD,GUT930,644,17,11,1072.0,11792.0,696.8000000000001
SO - 0007646,2015-08-02,117,Distributor,USD,GUT930,696,2,7,3886.0,27202.0,2914.5
SO - 0007923,2015-08-02,64,Wholesale,USD,FLR025,860,1,8,1078.7,8629.6,679.581
SO - 0010154,2015-08-02,5,Distributor,USD,FLR025,843,25,9,2485.7000000000003,22371.300000000003,1267.707
SO - 000912,2015-08-02,38,Wholesale,USD,FLR025,150,21,6,1882.7,11296.2,1317.8899999999999
SO - 0004986,2015-08-02,134,Wholesale,USD,FLR025,418,7,6,991.6,5949.6,793.2800000000001
SO - 0005535,2015-08-02,162,Wholesale,USD,GUT930,261,19,8,1118.9,8951.2,928.687
SO - 0007572,2015-08-02,89,Wholesale,USD,AXW291,221,5,12,1065.3,12783.599999999999,458.07899999999995
SO - 0007847,2015-08-02,79,Distributor,USD,NXH382,572,5,9,1058.6000000000001,9527.400000000001,582.2300000000001
SO - 0008925,2015-08-02,91,Distributor,USD,NXH382,753,28,5,3162.4,15812.0,1865.816
SO - 0001797,2015-08-03,43,Export,USD,AXW291,672,13,8,1038.5,8308.0,726.9499999999999
SO - 0002531,2015-08-03,114,Wholesale,USD,AXW291,956,17,7,1139.0,7973.0,706.18
SO - 0003105,2015-08-03,91,Wholesale,USD,AXW291,671,24,10,5038.400000000001,50384.00000000001,2267.28
SO - 0009553,2015-08-03,112,Distributor,USD,AXW291,753,14,10,1058.6000000000001,10586.000000000002,666.9180000000001
SO - 0009282,2015-08-03,49,Wholesale,USD,GUT930,25,11,12,1051.9,12622.800000000001,546.988
SO - 0001000,2015-08-03,49,Wholesale,USD,AXW291,111,29,5,1286.4,6432.0,887.616
SO - 0001722,2015-08-03,71,Wholesale,USD,GUT930,866,19,6,3999.9,23999.4,3119.922
SO - 0005636,2015-08-03,150,Wholesale,USD,NXH382,470,11,12,931.3000000000001,11175.6,540.154
SO - 0006126,2015-08-03,63,Distributor,USD,AXW291,218,13,9,1092.1000000000001,9828.900000000001,709.8650000000001
SO - 0009881,2015-08-03,17,Export,USD,AXW291,762,23,11,2505.8,27563.800000000003,1002.3200000000002
SO - 0009498,2015-08-03,23,Wholesale,USD,GUT930,450,18,11,5185.8,57043.8,2644.7580000000003
SO - 000760,2015-08-03,90,Distributor,USD,FLR025,347,25,11,3926.2000000000003,43188.200000000004,1727.528
SO - 0001467,2015-08-03,160,Distributor,USD,AXW291,972,19,10,6358.3,63583.0,2543.32
SO - 0002090,2015-08-03,128,Wholesale,USD,AXW291,571,5,8,1018.4,8147.2,712.88
SO - 0002363,2015-08-03,74,Wholesale,USD,AXW291,27,23,6,1855.9,11135.400000000001,835.1550000000001
SO - 0004900,2015-08-03,114,Wholesale,USD,GUT930,867,2,10,2405.3,24053.0,986.173
SO - 0008036,2015-08-03,79,Export,USD,AXW291,907,25,6,268.0,1608.0,201.0
SO - 0009215,2015-08-03,30,Wholesale,USD,AXW291,510,15,10,2211.0,22110.0,1857.24
SO - 0010432,2015-08-03,45,Export,USD,GUT930,231,15,5,3142.3,15711.5,2513.84
SO - 0009470,2015-08-03,103,Wholesale,USD,AXW291,447,13,7,2934.6,20542.2,2230.296
SO - 0009235,2015-08-03,93,Wholesale,USD,AXW291,851,23,12,6210.900000000001,74530.8,3353.8860000000004
SO - 0001065,2015-08-03,70,Export,USD,AXW291,894,4,6,924.6,5547.6,406.824
SO - 0003196,2015-08-03,7,Distributor,USD,AXW291,673,5,5,3959.7000000000003,19798.5,2811.387
SO - 0004188,2015-08-03,68,Distributor,USD,NXH382,558,10,9,971.5,8743.5,437.175
SO - 0005762,2015-08-03,27,Wholesale,USD,AXW291,435,5,12,3865.9,46390.8,2860.766
SO - 0007041,2015-08-03,104,Distributor,USD,AXW291,651,17,7,3999.9,27999.3,1879.953
SO - 0007636,2015-08-03,99,Distributor,USD,NXH382,152,8,9,4006.6,36059.4,2283.7619999999997
SO - 0008051,2015-08-03,22,Wholesale,USD,AXW291,141,3,12,3872.6,46471.2,2981.902
SO - 0010010,2015-08-03,18,Wholesale,USD,GUT930,908,14,5,891.1,4455.5,623.77
SO - 0009968,2015-08-03,33,Wholesale,USD,GUT930,823,26,8,3859.2000000000003,30873.600000000002,2431.2960000000003
SO - 0008480,2015-08-03,165,Distributor,USD,GUT930,88,25,10,1085.4,10854.0,759.78
SO - 0001205,2015-08-03,174,Wholesale,USD,AXW291,224,2,10,2003.3,20033.0,861.419
SO - 0002206,2015-08-03,81,Wholesale,USD,AXW291,240,16,8,174.20000000000002,1393.6000000000001,109.74600000000001
SO - 0003379,2015-08-03,131,Distributor,USD,GUT930,348,14,7,3517.5,24622.5,2778.8250000000003
SO - 0003812,2015-08-03,45,Distributor,USD,FLR025,244,25,6,214.4,1286.4,145.792
SO - 0001714,2015-08-03,94,Distributor,USD,NXH382,832,6,9,221.1,1989.8999999999999,97.28399999999999
SO - 0002351,2015-08-03,122,Wholesale,USD,AXW291,414,15,8,797.3000000000001,6378.400000000001,621.8940000000001
SO - 0003591,2015-08-03,76,Wholesale,USD,FLR025,57,25,6,1688.4,10130.400000000001,911.7360000000001
SO - 0004122,2015-08-03,79,Distributor,USD,FLR025,673,11,7,1802.3,12616.1,1063.357
SO - 0004498,2015-08-03,41,Wholesale,USD,NXH382,126,16,8,268.0,2144.0,144.72
SO - 0005172,2015-08-03,124,Wholesale,USD,AXW291,38,16,9,1340.0,12060.0,978.1999999999999
SO - 0006466,2015-08-03,3,Wholesale,USD,AXW291,951,24,10,3953.0,39530.0,2885.69
SO - 0006645,2015-08-03,134,Export,USD,GUT930,924,15,8,958.1,7664.8,411.983
SO - 0006668,2015-08-03,81,Distributor,USD,GUT930,767,2,6,207.70000000000002,1246.2,87.23400000000001
SO - 0006964,2015-08-03,135,Distributor,USD,AXW291,149,26,9,1118.9,10070.1,604.2060000000001
SO - 0007209,2015-08-03,163,Wholesale,USD,AXW291,733,2,10,2499.1,24991.0,2099.2439999999997
SO - 0007350,2015-08-03,145,Distributor,USD,GUT930,492,17,10,2351.7000000000003,23517.000000000004,1128.816
SO - 0008267,2015-08-03,51,Wholesale,USD,NXH382,602,23,5,1098.8,5494.0,901.016
SO - 0009757,2015-08-03,112,Wholesale,USD,AXW291,306,8,5,3859.2000000000003,19296.0,1929.6000000000001
SO - 0009417,2015-08-03,101,Wholesale,USD,AXW291,535,28,6,1688.4,10130.400000000001,1435.14
SO - 0010719,2015-08-03,67,Distributor,USD,GUT930,513,21,6,971.5,5829.0,777.2
SO - 0010488,2015-08-03,8,Distributor,USD,GUT930,511,14,6,3845.8,23074.800000000003,2845.8920000000003
SO - 000152,2015-08-04,21,Distributor,USD,AXW291,909,5,12,924.6,11095.2,582.498
SO - 0001792,2015-08-04,116,Distributor,USD,AXW291,962,25,7,2519.2000000000003,17634.4,1007.6800000000002
SO - 0003394,2015-08-04,128,Export,USD,AXW291,732,2,6,797.3000000000001,4783.8,414.59600000000006
SO - 0004136,2015-08-04,10,Wholesale,USD,AXW291,575,2,6,214.4,1286.4,154.368
SO - 0004340,2015-08-04,148,Distributor,USD,AXW291,789,26,7,2244.5,15711.5,1032.47
SO - 0005163,2015-08-04,40,Wholesale,USD,AXW291,360,26,9,931.3000000000001,8381.7,605.345
SO - 0005169,2015-08-04,57,Wholesale,USD,AXW291,703,11,12,1762.1000000000001,21145.2,1180.6070000000002
SO - 0006400,2015-08-04,16,Wholesale,USD,AXW291,458,17,5,5219.3,26096.5,3027.194
SO - 0008246,2015-08-04,7,Wholesale,USD,AXW291,22,14,5,1681.7,8408.5,739.948
SO - 0008674,2015-08-04,96,Export,USD,AXW291,303,5,11,3993.2000000000003,43925.200000000004,3354.288
SO - 0001286,2015-08-04,52,Wholesale,USD,GUT930,234,3,5,3845.8,19229.0,3268.9300000000003
SO - 0001371,2015-08-04,6,Wholesale,USD,GUT930,44,17,7,1835.8,12850.6,1468.64
SO - 0001563,2015-08-04,97,Export,USD,NXH382,5,18,8,2291.4,18331.2,1810.2060000000001
SO - 0004841,2015-08-04,113,Wholesale,USD,AXW291,393,5,8,3845.8,30766.4,2384.396
SO - 0007041,2015-08-04,104,Distributor,USD,AXW291,93,17,7,3999.9,27999.3,1879.953
SO - 0010268,2015-08-04,52,Wholesale,USD,AXW291,330,4,9,1125.6000000000001,10130.400000000001,517.7760000000001
SO - 000690,2015-08-04,168,Wholesale,USD,AXW291,801,26,5,683.4,3417.0,382.704
SO - 0005068,2015-08-04,35,Distributor,USD,GUT930,256,15,8,1112.2,8897.6,767.418
SO - 0009680,2015-08-04,44,Wholesale,USD,NXH382,962,4,9,2438.8,21949.2,975.5200000000001
SO - 0009735,2015-08-04,1,Wholesale,USD,GUT930,574,25,8,3966.4,31731.2,3133.456
SO - 000307,2015-08-04,164,Wholesale,USD,NXH382,717,25,12,1078.7,12944.400000000001,506.989
SO - 0002568,2015-08-04,63,Export,USD,FLR025,808,24,6,2291.4,13748.400000000001,1191.528
SO - 0002775,2015-08-04,46,Wholesale,USD,AXW291,657,13,12,984.9,11818.8,502.299
SO - 0003313,2015-08-04,46,Wholesale,USD,GUT930,677,16,9,1051.9,9467.1,462.83600000000007
SO - 0007230,2015-08-04,67,Distributor,USD,AXW291,110,15,6,3899.4,23396.4,3275.496
SO - 000806,2015-08-04,62,Wholesale,USD,AXW291,783,25,10,1782.2,17822.0,1051.498
SO - 0004066,2015-08-04,122,Distributor,USD,AXW291,545,1,6,1072.0,6432.0,707.52
SO - 0009237,2015-08-04,171,Distributor,USD,AXW291,825,15,9,180.9,1628.1000000000001,146.52900000000002
SO - 000780,2015-08-04,70,Export,USD,FLR025,477,19,5,3819.0,19095.0,2024.0700000000002
SO - 0004548,2015-08-04,39,Export,USD,AXW291,485,20,6,6277.900000000001,37667.4,4143.414000000001
SO - 0005993,2015-08-04,55,Distributor,USD,GUT930,279,15,5,1896.1000000000001,9480.5,948.0500000000001
SO - 0006409,2015-08-04,132,Distributor,USD,NXH382,384,5,12,3544.3,42531.600000000006,2020.251
SO - 0009680,2015-08-04,44,Wholesale,USD,NXH382,794,4,9,2438.8,21949.2,975.5200000000001
SO - 0009487,2015-08-04,113,Wholesale,USD,AXW291,803,5,8,1038.5,8308.0,654.255
SO - 0010568,2015-08-04,119,Wholesale,USD,AXW291,730,14,10,1768.8,17688.0,1238.1599999999999
SO - 000500,2015-08-05,80,Wholesale,USD,AXW291,32,26,9,3946.3,35516.700000000004,2131.0020000000004
SO - 0001174,2015-08-05,157,Wholesale,USD,AXW291,89,16,9,924.6,8321.4,564.006
SO - 0001426,2015-08-05,101,Wholesale,USD,AXW291,497,15,10,6157.3,61573.0,4186.964000000001
SO - 0002663,2015-08-05,96,Wholesale,USD,AXW291,216,25,5,1031.8,5159.0,701.624
SO - 0003008,2015-08-05,170,Distributor,USD,AXW291,156,3,8,857.6,6860.8,403.072
SO - 0003523,2015-08-05,12,Export,USD,AXW291,246,2,5,871.0,4355.0,531.31
